Index,Timestamp,ScreenshotFilename,Position,Rotation,IsDisappear
57,20250807_184757577,Screenshot_20250807_184757577.png,"(-10.17,2.10,-5.56)","(0.00,-1.00,0.05,-0.01)",0
58,20250807_184757795,Screenshot_20250807_184757795.png,"(-10.18,2.10,-5.24)","(0.00,-1.00,0.05,-0.01)",0
59,20250807_184758024,Screenshot_20250807_184758024.png,"(-10.33,2.10,-5.26)","(0.00,-1.00,0.05,-0.08)",0
60,20250807_184758253,Screenshot_20250807_184758253.png,"(-10.57,2.10,-5.30)","(-0.01,-0.99,0.07,-0.15)",0
61,20250807_184758491,Screenshot_20250807_184758491.png,"(-10.57,2.10,-5.30)","(-0.01,-0.99,0.07,-0.15)",0
62,20250807_184758721,Screenshot_20250807_184758721.png,"(-10.57,2.10,-5.30)","(-0.01,-0.98,0.06,-0.19)",0
63,20250807_184758956,Screenshot_20250807_184758956.png,"(-10.57,2.10,-5.30)","(-0.01,-0.90,0.03,-0.43)",0
64,20250807_184759225,Screenshot_20250807_184759225.png,"(-10.57,2.10,-5.30)","(0.01,-0.74,-0.01,-0.67)",0
65,20250807_184759497,Screenshot_20250807_184759497.png,"(-10.57,2.10,-5.30)","(0.01,-0.74,-0.01,-0.67)",0
66,20250807_184759743,Screenshot_20250807_184759743.png,"(-10.57,2.10,-5.30)","(0.07,-0.37,-0.03,-0.93)",0
67,20250807_184800020,Screenshot_20250807_184800020.png,"(-10.57,2.10,-5.30)","(0.03,-0.14,0.00,-0.99)",0
68,20250807_184800286,Screenshot_20250807_184800286.png,"(-10.50,2.10,-4.92)","(0.02,-0.09,0.00,-1.00)",0
69,20250807_184800567,Screenshot_20250807_184800567.png,"(-10.42,2.10,-4.18)","(-0.01,-0.04,0.00,-1.00)",0
70,20250807_184800844,Screenshot_20250807_184800844.png,"(-10.40,2.10,-3.98)","(-0.03,-0.06,0.00,-1.00)",0
71,20250807_184801112,Screenshot_20250807_184801112.png,"(-10.26,2.10,-3.24)","(-0.05,-0.17,0.01,-0.98)",0
72,20250807_184801457,Screenshot_20250807_184801457.png,"(-9.95,2.10,-2.50)","(-0.06,-0.18,0.01,-0.98)",0
73,20250807_184801776,Screenshot_20250807_184801776.png,"(-9.86,2.10,-2.17)","(-0.06,-0.13,0.01,-0.99)",0
74,20250807_184802032,Screenshot_20250807_184802032.png,"(-9.74,2.10,-1.71)","(-0.06,-0.11,0.01,-0.99)",0
75,20250807_184802285,Screenshot_20250807_184802285.png,"(-9.74,2.10,-1.71)","(-0.08,-0.16,0.01,-0.98)",0
76,20250807_184802542,Screenshot_20250807_184802542.png,"(-9.74,2.10,-1.71)","(-0.07,-0.10,0.01,-0.99)",0
77,20250807_184802797,Screenshot_20250807_184802797.png,"(-9.72,2.10,-1.72)","(-0.07,-0.09,0.01,-0.99)",0
78,20250807_184803042,Screenshot_20250807_184803042.png,"(-9.11,2.10,-1.79)","(-0.06,-0.04,0.00,-1.00)",0
79,20250807_184803288,Screenshot_20250807_184803288.png,"(-8.76,2.10,-1.75)","(-0.03,0.15,0.00,-0.99)",0
80,20250807_184803532,Screenshot_20250807_184803532.png,"(-8.11,2.10,-1.51)","(-0.02,0.19,0.00,-0.98)",0
81,20250807_184803803,Screenshot_20250807_184803803.png,"(-7.78,2.10,-1.83)","(0.00,0.31,0.00,-0.95)",0
82,20250807_184804089,Screenshot_20250807_184804089.png,"(-7.74,2.10,-1.88)","(0.03,0.34,0.01,-0.94)",0
83,20250807_184804340,Screenshot_20250807_184804340.png,"(-7.69,2.10,-1.82)","(0.01,0.44,0.00,-0.90)",0
84,20250807_184804577,Screenshot_20250807_184804577.png,"(-7.34,2.10,-1.20)","(-0.05,0.52,-0.03,-0.85)",0
85,20250807_184804827,Screenshot_20250807_184804827.png,"(-7.20,2.10,-0.93)","(-0.05,0.54,-0.03,-0.84)",0
86,20250807_184805077,Screenshot_20250807_184805077.png,"(-7.60,2.10,-0.77)","(-0.05,0.56,-0.04,-0.83)",0
87,20250807_184805324,Screenshot_20250807_184805324.png,"(-8.00,2.10,-0.20)","(-0.08,0.60,-0.06,-0.79)",0
88,20250807_184805560,Screenshot_20250807_184805560.png,"(-7.90,2.10,0.25)","(-0.08,0.69,-0.07,-0.72)",0
89,20250807_184805807,Screenshot_20250807_184805807.png,"(-7.49,2.10,0.48)","(-0.03,0.84,-0.05,-0.54)",0
90,20250807_184806098,Screenshot_20250807_184806098.png,"(-7.88,2.10,1.12)","(-0.01,0.93,-0.02,-0.37)",0
91,20250807_184806340,Screenshot_20250807_184806340.png,"(-8.57,2.10,1.52)","(0.00,0.99,-0.01,-0.13)",0
92,20250807_184806591,Screenshot_20250807_184806591.png,"(-9.08,2.10,1.60)","(0.00,1.00,0.02,0.01)",0
93,20250807_184806828,Screenshot_20250807_184806828.png,"(-9.08,2.10,1.60)","(0.00,1.00,0.03,-0.01)",0
94,20250807_184807063,Screenshot_20250807_184807063.png,"(-9.08,2.10,1.60)","(0.00,1.00,-0.06,0.05)",0
95,20250807_184807300,Screenshot_20250807_184807300.png,"(-9.08,2.10,1.60)","(0.00,1.00,-0.07,0.00)",0
96,20250807_184807539,Screenshot_20250807_184807539.png,"(-9.24,2.10,1.49)","(0.00,1.00,-0.07,-0.05)",0
97,20250807_184807776,Screenshot_20250807_184807776.png,"(-10.00,2.10,1.43)","(0.01,0.98,-0.05,0.19)",0
98,20250807_184808060,Screenshot_20250807_184808060.png,"(-10.65,2.10,0.96)","(0.01,0.90,-0.02,0.44)",0
99,20250807_184808357,Screenshot_20250807_184808357.png,"(-10.80,2.10,0.64)","(-0.03,0.81,0.04,0.58)",0
100,20250807_184808608,Screenshot_20250807_184808608.png,"(-10.81,2.10,0.59)","(0.03,0.73,-0.03,0.68)",0
101,20250807_184808858,Screenshot_20250807_184808858.png,"(-10.76,2.10,-0.08)","(0.09,0.63,-0.07,0.77)",0
102,20250807_184809110,Screenshot_20250807_184809110.png,"(-10.52,2.10,-0.49)","(0.06,0.32,-0.02,0.95)",0
103,20250807_184809355,Screenshot_20250807_184809355.png,"(-10.52,2.10,-0.49)","(0.06,0.30,-0.02,0.95)",0
104,20250807_184809598,Screenshot_20250807_184809598.png,"(-10.49,2.10,-0.51)","(0.04,0.29,-0.01,0.96)",0
105,20250807_184809838,Screenshot_20250807_184809838.png,"(-10.08,2.10,-0.78)","(0.15,0.26,-0.04,0.95)",1
106,20250807_184810081,Screenshot_20250807_184810081.png,"(-9.64,2.10,-0.95)","(0.19,0.16,-0.03,0.97)",1
107,20250807_184810328,Screenshot_20250807_184810328.png,"(-9.33,2.10,-1.29)","(0.20,0.14,-0.03,0.97)",1
108,20250807_184810593,Screenshot_20250807_184810593.png,"(-9.42,2.10,-1.62)","(0.19,0.12,-0.02,0.97)",1
109,20250807_184810890,Screenshot_20250807_184810890.png,"(-9.51,2.10,-1.98)","(0.19,0.11,-0.02,0.98)",1
110,20250807_184811143,Screenshot_20250807_184811143.png,"(-9.64,2.10,-2.55)","(0.15,0.12,-0.02,0.98)",1
111,20250807_184811394,Screenshot_20250807_184811394.png,"(-9.66,2.10,-2.64)","(0.11,0.14,-0.01,0.98)",1
112,20250807_184811654,Screenshot_20250807_184811654.png,"(-9.76,2.10,-2.96)","(0.10,0.13,-0.01,0.99)",1
113,20250807_184811913,Screenshot_20250807_184811913.png,"(-9.76,2.10,-2.96)","(0.09,0.11,-0.01,0.99)",1
114,20250807_184812163,Screenshot_20250807_184812163.png,"(-9.61,2.10,-2.98)","(0.09,0.09,-0.01,0.99)",1
115,20250807_184812425,Screenshot_20250807_184812425.png,"(-9.50,2.10,-2.36)","(0.09,0.08,-0.01,0.99)",1
116,20250807_184812696,Screenshot_20250807_184812696.png,"(-9.46,2.10,-2.09)","(0.10,0.13,-0.01,0.99)",1
117,20250807_184812991,Screenshot_20250807_184812991.png,"(-9.46,2.10,-2.09)","(0.09,0.11,-0.01,0.99)",1
118,20250807_184813245,Screenshot_20250807_184813245.png,"(-9.46,2.10,-2.09)","(0.14,0.47,-0.08,0.87)",1
119,20250807_184813510,Screenshot_20250807_184813510.png,"(-9.46,2.10,-2.09)","(0.08,0.86,-0.15,0.48)",1
120,20250807_184813754,Screenshot_20250807_184813754.png,"(-9.46,2.10,-2.10)","(0.01,0.99,-0.15,0.07)",1
121,20250807_184814000,Screenshot_20250807_184814000.png,"(-9.45,2.10,-2.67)","(-0.01,0.99,-0.12,-0.05)",1
122,20250807_184814229,Screenshot_20250807_184814229.png,"(-9.58,2.10,-3.39)","(-0.01,0.99,-0.10,-0.09)",1
123,20250807_184814449,Screenshot_20250807_184814449.png,"(-9.74,2.10,-3.47)","(-0.01,0.99,-0.12,-0.06)",1
124,20250807_184814688,Screenshot_20250807_184814688.png,"(-9.82,2.10,-3.46)","(0.01,0.99,-0.14,0.04)",1
125,20250807_184814945,Screenshot_20250807_184814945.png,"(-10.08,2.10,-3.41)","(0.01,0.99,-0.15,0.05)",1
126,20250807_184815175,Screenshot_20250807_184815175.png,"(-10.11,2.10,-3.14)","(0.01,0.99,-0.15,0.05)",1
127,20250807_184815407,Screenshot_20250807_184815407.png,"(-10.24,2.10,-3.15)","(0.01,0.99,-0.14,0.07)",1
128,20250807_184815641,Screenshot_20250807_184815641.png,"(-10.26,2.10,-3.15)","(0.01,0.99,-0.15,0.07)",1
129,20250807_184815881,Screenshot_20250807_184815881.png,"(-10.28,2.10,-3.16)","(0.01,0.99,-0.15,0.08)",1
130,20250807_184816103,Screenshot_20250807_184816103.png,"(-10.85,2.10,-3.37)","(0.04,0.96,-0.17,0.22)",1
131,20250807_184816366,Screenshot_20250807_184816366.png,"(-11.50,2.10,-3.75)","(0.06,0.92,-0.15,0.37)",1
132,20250807_184816651,Screenshot_20250807_184816651.png,"(-11.72,2.10,-4.15)","(0.07,0.82,-0.10,0.56)",1
133,20250807_184816978,Screenshot_20250807_184816978.png,"(-11.85,2.10,-4.86)","(0.12,0.67,-0.11,0.72)",1
134,20250807_184817213,Screenshot_20250807_184817213.png,"(-11.84,2.10,-4.93)","(0.12,0.67,-0.11,0.73)",1
135,20250807_184817472,Screenshot_20250807_184817472.png,"(-11.67,2.10,-5.32)","(0.13,0.50,-0.08,0.85)",1
136,20250807_184817727,Screenshot_20250807_184817727.png,"(-11.14,2.10,-5.92)","(0.14,0.25,-0.04,0.96)",1
137,20250807_184817995,Screenshot_20250807_184817995.png,"(-10.93,2.10,-6.02)","(0.12,0.25,-0.03,0.96)",1
138,20250807_184818246,Screenshot_20250807_184818246.png,"(-10.93,2.10,-6.02)","(0.15,0.20,-0.03,0.97)",1
139,20250807_184818504,Screenshot_20250807_184818504.png,"(-10.52,2.10,-6.19)","(0.13,0.14,-0.02,0.98)",1
140,20250807_184818746,Screenshot_20250807_184818746.png,"(-9.90,2.10,-6.22)","(0.12,-0.03,0.00,0.99)",1
141,20250807_184819018,Screenshot_20250807_184819018.png,"(-9.28,2.10,-6.08)","(0.14,-0.21,0.03,0.97)",1
142,20250807_184819306,Screenshot_20250807_184819306.png,"(-8.82,2.10,-5.82)","(0.13,-0.31,0.04,0.94)",1
143,20250807_184819554,Screenshot_20250807_184819554.png,"(-8.61,2.10,-5.63)","(0.11,-0.28,0.03,0.95)",1
144,20250807_184819801,Screenshot_20250807_184819801.png,"(-8.36,2.10,-5.85)","(0.12,-0.43,0.06,0.89)",1
145,20250807_184820057,Screenshot_20250807_184820057.png,"(-7.88,2.10,-5.51)","(0.10,-0.47,0.05,0.88)",1
146,20250807_184820316,Screenshot_20250807_184820316.png,"(-7.65,2.10,-5.01)","(0.11,-0.59,0.08,0.79)",1
147,20250807_184820559,Screenshot_20250807_184820559.png,"(-7.62,2.10,-4.93)","(0.11,-0.63,0.09,0.76)",1
148,20250807_184820815,Screenshot_20250807_184820815.png,"(-7.62,2.10,-4.93)","(0.10,-0.70,0.10,0.70)",1
149,20250807_184821059,Screenshot_20250807_184821059.png,"(-7.64,2.10,-4.88)","(0.10,-0.82,0.16,0.54)",1
150,20250807_184821291,Screenshot_20250807_184821291.png,"(-7.97,2.10,-4.26)","(0.10,-0.86,0.17,0.48)",1
151,20250807_184821522,Screenshot_20250807_184821522.png,"(-8.55,2.10,-3.69)","(0.04,-0.94,0.14,0.30)",1
152,20250807_184821751,Screenshot_20250807_184821751.png,"(-9.13,2.10,-3.34)","(0.03,-0.97,0.14,0.22)",1
153,20250807_184821988,Screenshot_20250807_184821988.png,"(-9.18,2.10,-3.34)","(0.04,-0.95,0.16,0.25)",1
154,20250807_184822242,Screenshot_20250807_184822242.png,"(-9.78,2.10,-3.63)","(0.03,-0.97,0.16,0.18)",1
155,20250807_184822470,Screenshot_20250807_184822470.png,"(-10.15,2.10,-3.56)","(0.03,-0.97,0.16,0.17)",1
156,20250807_184822678,Screenshot_20250807_184822678.png,"(-10.24,2.10,-3.61)","(0.02,-0.98,0.15,0.12)",1
157,20250807_184822902,Screenshot_20250807_184822902.png,"(-10.62,2.10,-4.08)","(0.02,-0.98,0.15,0.14)",1
158,20250807_184823124,Screenshot_20250807_184823124.png,"(-11.42,2.10,-4.13)","(0.01,-0.99,0.14,0.07)",1
159,20250807_184823350,Screenshot_20250807_184823350.png,"(-11.55,2.10,-4.87)","(-0.01,-0.99,0.11,-0.12)",1
160,20250807_184823553,Screenshot_20250807_184823553.png,"(-11.30,2.10,-5.60)","(-0.01,-0.99,0.10,-0.13)",1
161,20250807_184823752,Screenshot_20250807_184823752.png,"(-11.13,2.10,-5.70)","(0.00,-0.99,0.05,-0.11)",1
162,20250807_184823936,Screenshot_20250807_184823936.png,"(-10.54,2.10,-5.57)","(-0.01,-0.99,0.05,-0.10)",1
163,20250807_184824160,Screenshot_20250807_184824160.png,"(-10.45,2.10,-5.56)","(0.00,-1.00,0.05,-0.04)",1
164,20250807_184824381,Screenshot_20250807_184824381.png,"(-10.45,2.10,-5.54)","(0.00,-1.00,0.05,-0.04)",1
165,20250807_184824599,Screenshot_20250807_184824599.png,"(-10.47,2.10,-5.30)","(0.00,-1.00,0.06,-0.03)",1
166,20250807_184824827,Screenshot_20250807_184824827.png,"(-10.47,2.10,-5.30)","(0.00,-0.98,-0.02,0.18)",1
167,20250807_184825051,Screenshot_20250807_184825051.png,"(-10.47,2.10,-5.30)","(-0.01,-0.94,-0.03,0.35)",1
168,20250807_184825306,Screenshot_20250807_184825306.png,"(-10.47,2.10,-5.30)","(0.00,-1.00,0.04,-0.02)",1
169,20250807_184825523,Screenshot_20250807_184825523.png,"(-10.47,2.10,-5.30)","(0.00,-1.00,0.00,-0.10)",1
170,20250807_184825751,Screenshot_20250807_184825751.png,"(-10.47,2.10,-5.30)","(0.00,-1.00,0.00,-0.10)",1
171,20250807_184825986,Screenshot_20250807_184825986.png,"(-10.47,2.10,-5.30)","(0.00,-1.00,0.00,-0.10)",1
172,20250807_184826213,Screenshot_20250807_184826213.png,"(-10.47,2.10,-5.30)","(0.05,-0.95,-0.21,-0.24)",1
173,20250807_184826466,Screenshot_20250807_184826466.png,"(-10.47,2.10,-5.30)","(0.01,-0.99,-0.14,-0.06)",1
174,20250807_184826702,Screenshot_20250807_184826702.png,"(-10.47,2.10,-5.30)","(-0.03,-0.97,-0.19,0.15)",1
